央视频道,#genre#
三沙卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000117/1.m3u8
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
新疆卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/6603041244077933770/1.m3u8
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
厦门卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000266006/1.m3u8
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/index.m3u8
中国教育1台,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
中国教育2台,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
中国教育4台,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8

数字频道,#genre#
上海纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
劲爆体育,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000008&IASHttpSessionId=OTT19019320240419154124000281
全纪实,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031112/1.m3u8
欢笑剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000002000009455/1.m3u8
都市剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031111/1.m3u8
金色学堂,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000026105/1.m3u8
卡酷动画,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
金鹰纪实,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031203/1.m3u8
快乐垂钓,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031206/1.m3u8
茶,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031209/1.m3u8
游戏风云,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031114/1.m3u8
动漫秀场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031113/1.m3u8
嘉佳卡通,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000025964/1.m3u8
哒啵赛事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
哒啵电竞,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000003000000066/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000066&IASHttpSessionId=OTT19019320240419154124000281
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
求索纪录,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000010&IASHttpSessionId=OTT19019320240419154124000281
求索生活,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281
求索动物,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009&IASHttpSessionId=OTT19019320240419154124000281
求索科学,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000011&IASHttpSessionId=OTT19019320240419154124000281
newtv超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
newtv超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
newtv超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
newtv东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
newtv海外剧场,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
newtv中国功夫,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
newtv军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
newtv惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
newtv潮妈辣婆,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
newtv精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
newtv精品纪录,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
newtv家庭剧场,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
newtv精品大剧,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
newtv军事评论,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
newtv明星大片,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
newtv欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
newtv精品萌宠,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
newtv超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
newtv金牌综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8

上海频道,#genre#
上海新闻综合,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000005/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000005&IASHttpSessionId=OTT19019320240419154124000281
上海都市,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281
上海外语,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000001/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000001&IASHttpSessionId=OTT19019320240419154124000281
七彩戏剧,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000010&IASHttpSessionId=OTT19019320240419154124000281
五星体育,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IASHttpSessionId=OTT19019320240419154124000281
东方影视,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IASHttpSessionId=OTT19019320240419154124000281
东方财经,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000090/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000090&IASHttpSessionId=OTT19019320240419154124000281
法治天地,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000014&IASHttpSessionId=OTT19019320240419154124000281
第一财经,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000004&IASHttpSessionId=OTT19019320240419154124000281

浙江频道,#genre#
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经视,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8

内蒙频道,#genre#
内蒙古综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800
内蒙古经济生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
内蒙古少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
内蒙古文体娱乐,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800
内蒙古农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
内蒙古蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
内蒙古蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=2250268a1d326dbbc4cbf0ba32649ca5&txTime=771E8800
呼和浩特新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=70072e9dff1f4042fcefde5b001af668&txTime=771E8800
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=d5a1fe0898512f4a1d513bc0f9c5b751&txTime=771E8800
鄂尔多斯新闻综合,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=b7f46f8c1bcd9e2db3aa285e7afd6255&txTime=771E8800
巴彦淖尔新闻综合,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=7b16e82a11c42b867ae27383922ef7f9&txTime=771E8800
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=08be8d464e60db2c3aa1e8e7d742f71d&txTime=771E8800
乌兰察布新闻综合,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=8bca81250fd7df3b633efcbb6150b0c6&txTime=771E8800

测试频道,#genre#
4  民視第一台,https://www.4gtv.tv/channel/4gtv-4gtv003?set=1&ch=1
5  民視台灣台,https://www.4gtv.tv/channel/4gtv-4gtv001?set=1&ch=2
6  民視,https://www.4gtv.tv/channel/4gtv-4gtv002?set=1&ch=3
9  大愛電視,https://www.4gtv.tv/channel/4gtv-live007?set=1&ch=209
10  中視,https://www.4gtv.tv/channel/4gtv-4gtv040?set=1&ch=4
11  中視經典台,https://www.4gtv.tv/channel/4gtv-4gtv080?set=1&ch=124
12  華視,https://www.4gtv.tv/channel/4gtv-4gtv041?set=1&ch=6
13  三立綜合台,https://www.4gtv.tv/channel/4gtv-live207?set=1&ch=169
14  客家電視台,https://www.4gtv.tv/channel/4gtv-4gtv043?set=1&ch=107
15  八大綜藝台,https://www.4gtv.tv/channel/4gtv-4gtv039?set=1&ch=114
16  中視菁采台,https://www.4gtv.tv/channel/4gtv-4gtv064?set=1&ch=123
17  TVBS精采台,https://www.4gtv.tv/channel/4gtv-4gtv067?set=1&ch=227
18  愛爾達娛樂台,https://www.4gtv.tv/channel/4gtv-4gtv070?set=1&ch=19
19  靖天綜合台,https://www.4gtv.tv/channel/4gtv-4gtv046?set=1&ch=21
20  靖天日本台,https://www.4gtv.tv/channel/4gtv-4gtv047?set=1&ch=22
21  新唐人亞太台,https://www.4gtv.tv/channel/4gtv-live050?set=1&ch=223
23  ARIRANG阿里郎頻道,https://www.4gtv.tv/channel/4gtv-4gtv079?set=1&ch=189
24  Global Trekker,https://www.4gtv.tv/channel/4gtv-live112?set=1&ch=252
25  原住民族電視台,https://www.4gtv.tv/channel/4gtv-live014?set=1&ch=273
26  Smart知識台,https://www.4gtv.tv/channel/litv-longturn19?set=1&ch=297
29  東森購物四台,https://www.4gtv.tv/channel/4gtv-live049?set=1&ch=286
30  LiveABC互動英語頻道,https://www.4gtv.tv/channel/4gtv-live030?set=1&ch=188
31  達文西頻道,https://www.4gtv.tv/channel/4gtv-4gtv018?set=1&ch=11
32  ELTV生活英語台,https://www.4gtv.tv/channel/litv-longturn20?set=1&ch=106
33  Nick Jr. 兒童頻道,https://www.4gtv.tv/channel/4gtv-live032?set=1&ch=219
34  尼克兒童頻道,https://www.4gtv.tv/channel/4gtv-live105?set=1&ch=185
35  DreamWorks 夢工廠動畫,https://www.4gtv.tv/channel/4gtv-live017?set=1&ch=282
36  靖天卡通台,https://www.4gtv.tv/channel/4gtv-4gtv044?set=1&ch=15
37  靖洋卡通Nice Bingo,https://www.4gtv.tv/channel/4gtv-4gtv057?set=1&ch=59
38  i-Fun動漫台,https://www.4gtv.tv/channel/litv-ftv15?set=1&ch=60
39  龍華卡通台,https://www.4gtv.tv/channel/litv-longturn01?set=1&ch=295
42  MOMO親子台,https://www.4gtv.tv/channel/4gtv-live107?set=1&ch=231
49  東森購物一台,https://www.4gtv.tv/channel/4gtv-live047?set=1&ch=173
50  鏡電視新聞台,https://www.4gtv.tv/channel/4gtv-4gtv075?set=1&ch=268
51  東森新聞台,https://www.4gtv.tv/channel/4gtv-4gtv152?set=1&ch=292
52  華視新聞,https://www.4gtv.tv/channel/4gtv-4gtv052?set=1&ch=34
53  民視新聞台,https://www.4gtv.tv/channel/litv-ftv13?set=1&ch=31
54  三立新聞iNEWS,https://www.4gtv.tv/channel/4gtv-live089?set=1&ch=229
55  TVBS新聞,https://www.4gtv.tv/channel/4gtv-4gtv072?set=1&ch=291
56  東森財經新聞台,https://www.4gtv.tv/channel/4gtv-4gtv153?set=1&ch=293
57  中視新聞,https://www.4gtv.tv/channel/4gtv-4gtv074?set=1&ch=33
58  中天新聞台,https://www.4gtv.tv/channel/4gtv-4gtv009?set=1&ch=30
59  Bloomberg TV,https://www.4gtv.tv/channel/4gtv-live059?set=1&ch=283
60  寰宇新聞台,https://www.4gtv.tv/channel/litv-longturn14?set=1&ch=36
61  寰宇新聞台灣台,https://www.4gtv.tv/channel/litv-longturn15?set=1&ch=280
62  SBN全球財經台,https://www.4gtv.tv/channel/4gtv-live060?set=1&ch=224
63  寰宇財經台,https://www.4gtv.tv/channel/litv-longturn23?set=1&ch=281
67  TVBS,https://www.4gtv.tv/channel/4gtv-4gtv073?set=1&ch=183
69  東森購物二台,https://www.4gtv.tv/channel/4gtv-live046?set=1&ch=174
70  民視綜藝台,https://www.4gtv.tv/channel/4gtv-4gtv004?set=1&ch=16
71  豬哥亮歌廳秀,https://www.4gtv.tv/channel/4gtv-4gtv006?set=1&ch=113
72  靖天育樂台,https://www.4gtv.tv/channel/4gtv-4gtv062?set=1&ch=83
73  KLT-靖天國際台,https://www.4gtv.tv/channel/4gtv-4gtv063?set=1&ch=84
74  Nice TV 靖天歡樂台,https://www.4gtv.tv/channel/4gtv-4gtv054?set=1&ch=119
75  靖天資訊台,https://www.4gtv.tv/channel/4gtv-4gtv065?set=1&ch=88
77  TVBS歡樂台,https://www.4gtv.tv/channel/4gtv-4gtv068?set=1&ch=184
78  韓國娛樂台 KMTV,https://www.4gtv.tv/channel/4gtv-live377?set=1&ch=76
80  ROCK Entertainment,https://www.4gtv.tv/channel/4gtv-live080?set=1&ch=275
81  Lifetime 娛樂頻道,https://www.4gtv.tv/channel/4gtv-live029?set=1&ch=217
82  電影原聲台CMusic,https://www.4gtv.tv/channel/4gtv-live031?set=1&ch=218
83  TRACE Urban,https://www.4gtv.tv/channel/4gtv-4gtv082?set=1&ch=78
84  MTV Live HD 音樂頻道,https://www.4gtv.tv/channel/4gtv-live025?set=1&ch=213
86  Mezzo Live HD,https://www.4gtv.tv/channel/4gtv-4gtv083?set=1&ch=79
87  CLASSICA 古典樂,https://www.4gtv.tv/channel/4gtv-4gtv059?set=1&ch=80
90  東森購物三台,https://www.4gtv.tv/channel/4gtv-live048?set=1&ch=287
97  博斯高球台,https://www.4gtv.tv/channel/litv-longturn05?set=1&ch=48
98  博斯高球二台,https://www.4gtv.tv/channel/litv-longturn06?set=1&ch=298
99  博斯運動一台,https://www.4gtv.tv/channel/litv-longturn07?set=1&ch=50
100  博斯無限台,https://www.4gtv.tv/channel/litv-longturn10?set=1&ch=51
101  博斯網球台,https://www.4gtv.tv/channel/litv-longturn09?set=1&ch=52
102  博斯運動二台,https://www.4gtv.tv/channel/litv-longturn08?set=1&ch=299
103  博斯魅力台,https://www.4gtv.tv/channel/litv-longturn04?set=1&ch=300
104  TRACE Sport Stars,https://www.4gtv.tv/channel/4gtv-4gtv077?set=1&ch=57
105  智林體育台,https://www.4gtv.tv/channel/4gtv-4gtv101?set=1&ch=58
106  時尚運動X,https://www.4gtv.tv/channel/4gtv-4gtv014?set=1&ch=69
107  車迷TV,https://www.4gtv.tv/channel/4gtv-live201?set=1&ch=160
108  GINX Esports TV,https://www.4gtv.tv/channel/4gtv-4gtv053?set=1&ch=179
109  TechStorm,https://www.4gtv.tv/channel/4gtv-live109?set=1&ch=181
110  Pet Club TV,https://www.4gtv.tv/channel/4gtv-live110?set=1&ch=182
111  民視旅遊台,https://www.4gtv.tv/channel/litv-ftv07?set=1&ch=61
112  滾動力rollor,https://www.4gtv.tv/channel/4gtv-live012?set=1&ch=249
113  亞洲旅遊台,https://www.4gtv.tv/channel/litv-longturn17?set=1&ch=250
114  fun探索娛樂台,https://www.4gtv.tv/channel/4gtv-live011?set=1&ch=274
115  幸福空間居家台,https://www.4gtv.tv/channel/4gtv-live206?set=1&ch=168
116  Love Nature,https://www.4gtv.tv/channel/4gtv-live208?set=1&ch=139
117  History 歷史頻道,https://www.4gtv.tv/channel/4gtv-live026?set=1&ch=214
120  愛爾達生活旅遊台,https://www.4gtv.tv/channel/4gtv-live120?set=1&ch=237
121  LUXE TV Channel,https://www.4gtv.tv/channel/4gtv-live121?set=1&ch=175
122  TV5MONDE STYLE HD 生活時尚,https://www.4gtv.tv/channel/4gtv-live122?set=1&ch=178
124  龍華偶像台,https://www.4gtv.tv/channel/litv-longturn12?set=1&ch=296
125  公視戲劇,https://www.4gtv.tv/channel/4gtv-4gtv042?set=1&ch=7
126  民視影劇台,https://www.4gtv.tv/channel/litv-ftv09?set=1&ch=24
127  龍華戲劇台,https://www.4gtv.tv/channel/litv-longturn18?set=1&ch=23
128  HITS頻道,https://www.4gtv.tv/channel/4gtv-live620?set=1&ch=186
